หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,หน่วยงานเจ้าของบ่อ,หน่วยงานที่รับผิดชอบ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,ความลึกเจาะ,ความลึกพัฒนา,ปริมาณน้ำ,ระยะน้ำลด,ระดับน้ำปกติ,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,utme,utmn,LATITUDE,LONGITUDE,สถานะข้อมูล
งฉ3401,2546,องค์การบริหารส่วนตำบล ( อบต.),,วัดดาวดึงส์,5,บางกะต้น,บ้านใหม่,เมืองปทุมธานี,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2544 0:00:00,,300.00,,,36.00,,30.00,,,WGS84,47,P,666037,1544669,13.96749415,100.537131,อนุมัติ
งฉ3402,2546,องค์การบริหารส่วนตำบล ( อบต.),,สนานีอนามัยหนองสามวัง2,4,หนองงูเหลือม,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,120.00,,,24.00,,15.00,,,WGS84,47,P,704358,1562667,14.1276401,100.8931095,อนุมัติ
งฉ3403,2549,องค์การบริหารส่วนตำบล ( อบต.),,หนองบัวหลวง ม.7,7,หนองบัวหลวง,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2549 0:00:00,,210.00,,,24.00,,10.00,,,WGS84,47,P,701618,1563626,14.13650508,100.8678073,อนุมัติ
งฉ3404,2548,องค์การบริหารส่วนตำบล ( อบต.),,โรงเรียนวัดโปรยฝน,11,หนองนาสนาน,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,,,,,,,,,WGS84,47,P,699373,1561077,14.11363,100.8468314,อนุมัติ
งฉ3405,2551,องค์การบริหารส่วนตำบล ( อบต.),,โรงเรียนวัดโปรยฝน,11,หนองนาสนาน,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2551 0:00:00,,210.00,,,22.00,,10.00,,,WGS84,47,P,699454,1561080,14.11365135,100.8475817,อนุมัติ
งฉ3407,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,หนองบึงใหญ่ซอย 5,10,หนองบึงใหญ่,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2546 0:00:00,,120.00,,,26.00,,3.00,,,WGS84,47,P,701894,1558417,14.08941111,100.8699792,อนุมัติ
งฉ3408,2549,องค์การบริหารส่วนตำบล ( อบต.),,ปากซอยสหกรณ์ 25,5,หนองสามวัง,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2549 0:00:00,,210.00,,,24.00,,10.00,,,WGS84,47,P,704246,1565878,14.15666585,100.8923124,อนุมัติ
งฉ3409,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนางลำใย,1,หนองดอกปทุม,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2546 0:00:00,,120.00,,,,,,,,WGS84,47,P,706362,1563065,14.13108994,100.9116966,อนุมัติ
งฉ3410,2552,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนางลำใย,1,หนองดอกปทุม,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2552 0:00:00,,204.00,,,24.00,,5.00,,,WGS84,47,P,706379,1563050,14.13095314,100.9118529,อนุมัติ
งฉ3411,2546,องค์การบริหารส่วนตำบล ( อบต.),,โรงเรียนนิกรราษฎร์บูรณะ,2,หนองยายอ่อน,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2544 0:00:00,,120.00,,,,,,,,WGS84,47,P,706508,1561428,14.11628589,100.9129251,อนุมัติ
งฉ3412,2549,องค์การบริหารส่วนตำบล ( อบต.),,โรงเรียนนิกรราษฎร์บูรณะ,2,หนองยายอ่อน,หนองสามวัง,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2549 0:00:00,,160.00,,,24.00,,5.00,,,WGS84,47,P,706389,1561402,14.11605968,100.9118212,อนุมัติ
งฉ3413,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,ที่ทำการอบต.ศาลาครุ,3,สหพัฒนา,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2544 0:00:00,,120.00,,,,,1.50,,,WGS84,47,P,706494,1565137,,,อนุมัติ
งฉ3414,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,บ้านนายสมหมาย,5,บึงปลาร้า,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,120.00,,,26.00,,3.00,,,WGS84,47,P,706438,1571789,14.2099214,100.913061,อนุมัติ
งฉ3415,2546,องค์การบริหารส่วนจังหวัด ( อบจ.),,สปก. ซอย 2,2,ลาดผักขวง,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,120.00,,,,,1.50,,,WGS84,47,P,706505,1573527,14.22562233,100.9138138,อนุมัติ
งฉ3416,2548,องค์การบริหารส่วนตำบล ( อบต.),,ปากซอย สปก.ซอย.6,01,ท่าลาภบำรุงเจริญรัฐ,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,130.00,,,,,3.00,,,WGS84,47,P,709210,1574437,14.21714359,100.9038389,อนุมัติ
งฉ3417,2546,องค์การบริหารส่วนตำบล ( อบต.),,ซอยเรียบแม่น้ำ,01,ท่าลาภบำรุงเจริญรัฐ,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,120.00,,,30.00,,3.00,,,WGS84,47,P,709793,1576398,14.21714359,100.9038389,อนุมัติ
งฉ3418,2548,องค์การบริหารส่วนตำบล ( อบต.),,โรงเรียนแสนจำหน่าย,10,แสนจำหน่าย,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2548 0:00:00,,160.00,,,24.00,,1.50,,,WGS84,47,P,710191,1576793,14.21714359,100.9038389,อนุมัติ
งฉ3419,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายวราวุฒิ,4,วังทองสามัคคี,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2542 0:00:00,,160.00,,,,,3.00,,,WGS84,47,P,704113,1569025,14.18511473,100.8913162,อนุมัติ
งฉ3420,2546,องค์การบริหารส่วนตำบล ( อบต.),,ผู้ใหญ่พงษ์,6,วังจรเข้,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2542 0:00:00,,160.00,,,24.00,,3.00,,,WGS84,47,P,704082,1570897,14.20203407,100.8911695,อนุมัติ
งฉ3421,2551,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายกิ๊ป,4,วังทองสามัคคี,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2551 0:00:00,,130.00,,,24.00,,3.00,,,WGS84,47,P,704229,1570057,14.19443232,100.8924681,อนุมัติ
งฉ3422,2551,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายสำราญ,7,33 พัฒนา,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2551 0:00:00,,130.00,,,24.00,,3.00,,,WGS84,47,P,704175,1575487,14.2435065,100.8923761,อนุมัติ
งฉ3423,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายติ๋ว,7,33 พัฒนา,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,130.00,,,,,5.00,,,WGS84,47,P,704331,1575479,14.24342274,100.8938208,อนุมัติ
งฉ3424,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านผู้ใหญ่ส่ง,9,ลำน้ำสามัคคี,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2541 0:00:00,,130.00,,,,,5.00,,,WGS84,47,P,701714,1568259,14.17836678,100.8690388,อนุมัติ
งฉ3425,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายชั้น,8,ลำน้ำพัฒนา,ศาลาครุ,หนองเสือ,ปทุมธานี,,ใช้การได้,,,,1/1/2542 0:00:00,,160.00,,,,,,,,WGS84,47,P,701657,1566239,,,อนุมัติ
งฉ3426,2546,องค์การบริหารส่วนตำบล ( อบต.),,บ้านนายชั้น,8,ลำน้ำพัฒนา,ศาลาครุ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,1/1/2545 0:00:00,,130.00,,,,,5.00,,,WGS84,47,P,701661,1566234,,,อนุมัติ
