หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,หน่วยงานเจ้าของบ่อ,หน่วยงานที่รับผิดชอบ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,ความลึกเจาะ,ความลึกพัฒนา,ปริมาณน้ำ,ระยะน้ำลด,ระดับน้ำปกติ,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,utme,utmn,LATITUDE,LONGITUDE,สถานะข้อมูล
PT5,2547,,สำนักทรัพยากรน้ำบาดาล เขต 3,สถานีส่งวิทยุการบิน,01,หัวลำภู,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,สังเกตการณ์,ใช้การได้,น้ำกร่อย,,16/7/2547 0:00:00,29/7/2547 0:00:00,294.00,293.00,1.00,60.00,26.00,100,,,,WGS84,47,P,690314,1495169,,,อนุมัติ
PT7,2547,,สำนักทรัพยากรน้ำบาดาล เขต 2,วัดดอนพุทรา,3,ดอนพุทรา,ดอนพุทรา,ดอนตูม,นครปฐม,สังเกตการณ์,ใช้การได้,น้ำจืด,,19/7/2547 0:00:00,5/8/2547 0:00:00,275.00,275.00,8.00,,30.00,150,,,,WGS84,47,P,622293,1540244,13.9291328,100.136674,อนุมัติ
PT8,2547,,สำนักทรัพยากรน้ำบาดาล เขต 2,วัดยกกระบัตร,06,คลองกก,ยกกระบัตร,บ้านแพ้ว,สมุทรสาคร,สังเกตการณ์,ใช้การได้,น้ำจืด,,27/7/2547 0:00:00,10/8/2547 0:00:00,306.00,305.85,15.00,,40.00,100,,,,WGS84,47,P,621117,1497461,13.54298757,100.119309,อนุมัติ
PT9,2547,,สำนักทรัพยากรน้ำบาดาล เขต 3,วัดตำหรุ,04,ตำหรุ,บางปูใหม่,เมืองสมุทรปราการ,สมุทรปราการ,สังเกตการณ์,ใช้การได้,น้ำจืด,,3/8/2547 0:00:00,17/8/2547 0:00:00,308.00,303.00,7.00,,28.00,100,,,,WGS84,47,P,682384,1495382,13.52102214,100.6852348,อนุมัติ
PTT1,2546,,,อบต.คลองสี่,6,คลองสี่,คลองสี่,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,140.00,,14.00,,,,2.00,,,WGS84,47,P,681992,1555083,14.06063754,100.6854821,อนุมัติ
PTT10,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาปทุมธานี,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,21/4/2532 0:00:00,8/7/2532 0:00:00,353.00,293.00,,,,,,,,WGS84,47,P,664280,1560549,,,อนุมัติ
PTT11,2546,,,บ้านทุ่งรวงทอง,8,ทุ่งรวงทอง,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,96.00,,12.00,,,,3.00,,,WGS84,47,P,694701,1556938,14.07655221,100.8032753,อนุมัติ
PTT12,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาปทุมธานี,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,2/3/2533 0:00:00,29/4/2533 0:00:00,320.00,320.00,,,38.95,200,,,,WGS84,47,P,664284,1550513,,,อนุมัติ
PTT13,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปัตย์ (คลอง 1),-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,24/2/2534 0:00:00,9/3/2534 0:00:00,189.00,146.00,,,,200,,,,WGS84,47,P,675689,1545657,13.97584257,100.6265248,อนุมัติ
PTT14,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาปทุมธทนีใหม่,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,6/12/2533 0:00:00,25/1/2534 0:00:00,365.00,365.00,,,,,,,,WGS84,47,P,664290,1550523,,,อนุมัติ
PTT15,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,กาประปาประชาธิปัตย์,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,15/9/2534 0:00:00,16/10/2534 0:00:00,302.00,231.00,,,,200,,,,WGS84,47,P,675620,1545684,13.97609088,100.6258879,อนุมัติ
PTT16,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปัตย์,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,24/7/2534 0:00:00,28/8/2534 0:00:00,260.00,224.00,,,,200,,,,WGS84,47,P,675877,1545673,13.97597553,100.6282658,อนุมัติ
PTT17,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาปทุมธานี,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,4/9/2535 0:00:00,16/10/2535 0:00:00,350.00,345.00,,,,200,,,,WGS84,47,P,664298,1550557,,,อนุมัติ
PTT18,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปัตย์,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,24/11/2534 0:00:00,11/12/2534 0:00:00,250.00,235.00,,,,200,,,,WGS84,47,P,675484,1545687,13.97612642,100.6246294,อนุมัติ
PTT2,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปปัตย์,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,19/10/2531 0:00:00,22/10/2531 0:00:00,300.00,247.00,140.00,,33.96,200,,,,WGS84,47,P,675610,1545650,13.9757842,100.6257932,อนุมัติ
PTT20,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปัตย์,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,16/10/2535 0:00:00,4/11/2535 0:00:00,256.00,256.00,,,,200,,,,WGS84,47,P,675609,1545615,13.97546792,100.6257817,อนุมัติ
PTT21,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปัตย์,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,8/10/2535 0:00:00,18/12/2535 0:00:00,300.00,295.00,,,,200,,,,WGS84,47,P,675701,1545668,13.97594125,100.6266366,อนุมัติ
PTT23,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,13/1/2536 0:00:00,14/1/2536 0:00:00,220.00,212.50,,,,,,,,WGS84,47,P,675492,1545600,13.97533959,100.6246979,อนุมัติ
PTT24,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,1/2/2536 0:00:00,26/2/2536 0:00:00,300.00,215.00,,,,200,,,,WGS84,47,P,675890,1545650,13.97576684,100.6283847,อนุมัติ
PTT26,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,18/3/2536 0:00:00,13/4/2536 0:00:00,300.00,215.00,,,,200,,,,WGS84,47,P,675600,1545618,13.97549559,100.6256986,อนุมัติ
PTT27,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,28,ชุมชนกรมทหาร,คูคต,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบเทอร์ไบน์,26/2/2536 0:00:00,7/5/2536 0:00:00,250.00,241.00,160.00,6.75,49.72,200,60.00,,,WGS84,47,P,679341,1541664,13.93952428,100.6600666,อนุมัติ
PTT28,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,28,ชุมชนกรมทหาร,คูคต,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,,8/10/2537 0:00:00,19/11/2537 0:00:00,167.00,163.00,80.00,5.40,52.18,200,,,,WGS84,47,P,679430,1541666,13.93953674,100.6608903,อนุมัติ
PTT29,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,28,ชุมชนกรมทหาร,คูคต,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบเทอร์ไบน์,10/11/2536 0:00:00,12/12/2536 0:00:00,250.00,232.00,,,,200,60.00,,,WGS84,47,P,679500,1541655,13.9394329,100.6615374,อนุมัติ
PTT3,2546,,,บ้านเฉลิมพระเกียรติ,7,คลองเจ็ด,คลองเจ็ด,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,144.00,,13.00,,,,5.00,,,WGS84,47,P,689247,1566153,14.16020632,100.7534157,อนุมัติ
PTT30,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,17,ชุมชนสิทธิโรจน์,คูคต,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,,5/1/2538 0:00:00,10/1/2538 0:00:00,370.00,350.00,,,,,,,,WGS84,47,P,674206,1543414,13.95566093,100.612658,อนุมัติ
PTT31,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต (สถานีสูบจ่ายน้ำคลอง 1),-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,,,250.00,250.00,,,,,,,,WGS84,47,P,675712,1545635,13.9756423,100.6267363,อนุมัติ
PTT33,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,,,365.00,365.00,,,,,,,,WGS84,47,P,675644,1545691,13.97615266,100.6261105,อนุมัติ
PTT34,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต(สถานีสูบข่ายน้ำริเวอร์ปาร์ค),1,ต้นโพธิ์,บางขะแยง,เมืองปทุมธานี,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),28/12/2537 0:00:00,22/3/2538 0:00:00,350.00,339.00,,,,200,10.00,,,WGS84,47,P,665341,1544506,13.9660615,100.5306795,อนุมัติ
PTT35,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต (สถานีสูบจ่ายน้ำหมู่บ้านแหวนยอด),10,คลองหกวา,ลำไทร,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,,16/1/2538 0:00:00,6/4/2538 0:00:00,355.00,343.50,148.00,20.95,49.00,200,,,,WGS84,47,P,700943,1543501,13.9546806,100.8600875,อนุมัติ
PTT37,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต(สถานีสูบจ่ายน้ำบ้านพฤกษา),1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,19/1/2538 0:00:00,23/6/2538 0:00:00,291.00,291.00,60.00,7.21,29.53,200,,,,WGS84,47,P,664299,1550560,,,อนุมัติ
PTT39,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต (สถานีสูบจ่ายน้ำคลอง 8),1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,10/7/2538 0:00:00,12/10/2538 0:00:00,293.00,293.00,80.00,35.00,26.67,200,,,,WGS84,47,P,664400,1550544,,,อนุมัติ
PTT4,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปัตย์(คลอง1),-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,1/11/2531 0:00:00,14/11/2531 0:00:00,300.00,145.00,160.00,,31.05,200,,,,WGS84,47,P,675732,1545693,13.97616529,100.6269251,อนุมัติ
PTT40,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต (สำนักงานชลประทานรังสิตใต้),-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,16/8/2538 0:00:00,8/10/2538 0:00:00,360.00,345.62,120.00,18.30,59.50,200,,,,WGS84,47,P,674940,1545400,13.97356603,100.6195763,อนุมัติ
PTT41,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,3/3/2538 0:00:00,14/9/2538 0:00:00,323.00,323.00,120.00,30.00,54.42,200,,,,WGS84,47,P,675646,1545693,13.97617062,100.6261291,อนุมัติ
PTT42,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต (สถานีสูบจ่ายน้ำที่ 1),-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,17/7/2538 0:00:00,18/2/2539 0:00:00,350.00,346.00,120.00,30.49,44.35,200,,,,WGS84,47,P,675649,1545634,13.97563717,100.6261531,อนุมัติ
PTT43,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาปทุมธานี,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,22/3/2539 0:00:00,20/5/2539 0:00:00,330.00,330.00,120.00,40.00,47.90,200,,,,WGS84,47,P,664310,1550585,,,อนุมัติ
PTT45,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาปทุมธานี,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,19/6/2539 0:00:00,21/9/2539 0:00:00,403.00,403.00,90.00,30.00,31.20,200,,,,WGS84,47,P,644291,1550553,,,อนุมัติ
PTT46,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาปทุมธานี,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,28/8/2539 0:00:00,17/10/2539 0:00:00,400.00,383.00,,,,200,,,,WGS84,47,P,664293,1550255,,,อนุมัติ
PTT48,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,13/8/2539 0:00:00,16/11/2539 0:00:00,600.00,415.00,,,,200,,,,WGS84,47,P,675632,1545689,13.97613533,100.6259993,อนุมัติ
PTT49,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,24/10/2539 0:00:00,7/1/2540 0:00:00,340.00,321.00,102.00,11.42,37.95,200,,,,WGS84,47,P,675641,1545672,13.97598112,100.6260815,อนุมัติ
PTT5,2546,,,บ้านคลอง 1,2,คลองซอยที่11,บึงทองหลาง,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,130.00,,15.00,,,,3.00,,,WGS84,47,P,698517,1547490,13.99090122,100.8379247,อนุมัติ
PTT50,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,10,คลองหกวา,ลำไทร,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,,1/11/2539 0:00:00,24/1/2540 0:00:00,420.00,403.00,140.00,8.18,36.50,200,,,,WGS84,47,P,700929,1543508,13.95474486,100.8599584,อนุมัติ
PTT51,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,29/10/2539 0:00:00,28/1/2540 0:00:00,430.00,410.00,140.00,8.02,36.36,200,,,,WGS84,47,P,675432,1545643,13.97573195,100.6241453,อนุมัติ
PTT52,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,26/11/2539 0:00:00,4/2/2540 0:00:00,364.00,364.00,,,,200,,,,WGS84,47,P,675641,1545690,13.97614381,100.6260826,อนุมัติ
PTT53,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,สถานีจ่ายน้ำลำลูกกา สนง.ประปารังสิต,17,ชุมชนสิทธิโรจน์,คูคต,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,,15/11/2539 0:00:00,11/4/2540 0:00:00,410.00,410.00,,,,200,,,,WGS84,47,P,674208,1543414,13.95566081,100.6126766,อนุมัติ
PTT54,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,สถานีจ่ายน้ำหมู่บ้านคัทลียาวิลล์,07,คลองหกวา,ลาดสวาย,ลำลูกกา,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,23/1/2540 0:00:00,27/3/2540 0:00:00,428.00,401.00,,,,200,,,,WGS84,47,P,681038,1542301,13.94517399,100.6758117,อนุมัติ
PTT56,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปารังสิต สถานีจ่ายน้ำหมู่บ้านเลิศอุบล,09,คลองซอยที่ 8,ลำลูกกา,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,,28/11/2539 0:00:00,27/2/2540 0:00:00,417.00,401.00,120.00,,35.80,200,,,,WGS84,47,P,691761,1546592,13.98325105,100.7753353,อนุมัติ
PTT58,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,ประปารังสิต สถานีสูบจ่ายน้ำรามอินทราเฮ้าส์,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,22/3/2540 0:00:00,10/6/2540 0:00:00,399.00,390.00,120.00,35.00,39.10,200,,,,WGS84,47,P,664387,1550539,,,อนุมัติ
PTT59,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาส่วนภูมิภาครังสิต สถานีจ่ายสูบน้ำมนีรินทร์,1,คลองบางโพธิ์เหนือฝั่งใต้,บ้านฉาง,เมืองปทุมธานี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,14/2/2540 0:00:00,7/6/2540 0:00:00,406.00,397.00,100.00,30.00,37.85,200,,,,WGS84,47,P,664297,1550551,,,อนุมัติ
PTT6,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปัตย์,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,1/11/2531 0:00:00,10/11/2531 0:00:00,195.00,195.00,79.31,5.59,39.10,,,,,WGS84,47,P,675911,1545689,13.97611803,100.6285815,อนุมัติ
PTT60,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,สนง.ประปาปทุมธานี,1,คลองลาดหลุมแก้ว,ลาดหลุมแก้ว,ลาดหลุมแก้ว,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),4/8/2540 0:00:00,22/10/2540 0:00:00,378.00,378.00,80.00,26.77,32.73,200,3.00,,,WGS84,47,P,654909,1550230,14.01839056,100.4344461,อนุมัติ
PTT62,2550,,สำนักทรัพยากรน้ำบาดาล เขต 2,บ้านคชสาร,3,คชสาร,บึงกาสาม,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),25/1/2550 0:00:00,6/2/2550 0:00:00,210.00,195.00,7.00,34.00,24.00,150,1.00,63.00,,WGS84,47,P,696746,1567368,14.17066902,100.8229588,อนุมัติ
PTT63,2548,,สำนักทรัพยากรน้ำบาดาล เขต 3,โรงเรียนวรราชาทินัตดามาตุ,2,คลองพระอุดม,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,,5/12/2548 0:00:00,15/12/2548 0:00:00,300.00,300.00,15.00,13.00,35.00,100,,51.00,,WGS84,47,P,655044,1546312,13.9829678,100.435476,อนุมัติ
PTT64,2548,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านแสนสุข,4,แสนสุข,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),10/4/2548 0:00:00,20/4/2548 0:00:00,144.00,112.00,10.00,0.00,26.40,150,1.50,42.00,,WGS84,47,P,696842,1558965,14.0947219,100.823243,อนุมัติ
PTT65,2548,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านทุ่งรวงทอง,8,ทุ่งรวงทอง,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),11/4/2548 0:00:00,21/4/2548 0:00:00,98.00,96.00,12.00,0.00,25.80,150,1.50,42.00,,WGS84,47,P,694699,1556932,14.07649812,100.8032563,อนุมัติ
PTT66,2548,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านเอราวัณ,8,เอราวัณ,บึงชำอ้อ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),13/4/2548 0:00:00,23/4/2548 0:00:00,142.00,96.00,10.00,0.00,21.00,150,1.50,30.00,,WGS84,47,P,691267,1572176,14.21450177,100.7725483,อนุมัติ
PTT67,2548,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 3,อบต.คลองสี่,6,คลองสี่,คลองสี่,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),18/4/2548 0:00:00,26/4/2548 0:00:00,140.00,124.00,14.00,0.00,33.20,150,1.50,54.00,,WGS84,47,P,681997,1555084,14.06064625,100.6855284,อนุมัติ
PTT68,2548,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านเฉลิมพระเกียรติ,7,คลองเจ็ด,คลองเจ็ด,คลองหลวง,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),18/4/2548 0:00:00,29/4/2548 0:00:00,144.00,142.00,13.00,0.00,23.40,150,0.00,0.00,,WGS84,47,P,689256,1566132,14.16001592,100.7534976,อนุมัติ
PTT69,2548,กรมทรัพยากรน้ำบาดาล,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านคลองหนึ่ง,13,คลองซอยที่9,บึงทองหลาง,ลำลูกกา,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,น้ำจืด,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),27/4/2548 0:00:00,30/4/2548 0:00:00,130.00,130.00,13.00,0.00,57.20,150,1.50,66.00,,WGS84,47,P,694144,1547737,13.99343672,100.7974699,อนุมัติ
PTT7,2546,,,บ้านเอราวัณ,8,เอราวัณ,บึงชำอ้อ,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,142.00,,10.00,,,,7.00,,,WGS84,47,P,696943,1572473,,,อนุมัติ
PTT8,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,การประปาประชาธิปัตย์,-,เทศบาลเมืองรังสิต,ประชาธิปัตย์,ธัญบุรี,ปทุมธานี,,ใช้การได้,ไม่ได้ระบุ,,13/2/2532 0:00:00,27/2/2532 0:00:00,280.00,240.00,150.68,,34.99,200,,,,WGS84,47,P,675599,1545673,13.97599276,100.6256928,อนุมัติ
PTT9,2546,,,บ้านแสนสุข,4,แสนสุข,บึงบา,หนองเสือ,ปทุมธานี,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),,,144.00,,10.00,,,,3.00,,,WGS84,47,P,696893,1558977,14.09482677,100.8237161,อนุมัติ
PW10,2546,,สำนักทรัพยากรน้ำบาดาล เขต 2,วัดลาดปลาเค้า,9,ลาดปลาเค้า,บางแขม,เมืองนครปฐม,นครปฐม,,ใช้การได้,น้ำจืด,,,27/3/2503 0:00:00,159.52,24.25,7.00,1.50,15.00,100,,,,WGS84,47,P,611966,1525507,,,อนุมัติ
PW1001,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,บ้านบางชัยนาท ( PW 1122-47P/EG11 ),6,บางขวด,สวนพริก,พระนครศรีอยุธยา,พระนครศรีอยุธยา,,ใช้การได้,น้ำจืด,,17/1/2516 0:00:00,23/1/2516 0:00:00,124.00,124.00,70.00,16.70,3.50,100,,,,WGS84,47,P,666792,1592513,14.39989025,100.5470493,อนุมัติ
PW10013,2546,,สำนักทรัพยากรน้ำบาดาล เขต 3,มัสยิดห์นรัลฮิตายะฮี,2,หนองปลาหมอ,สามเมือง,ลาดบัวหลวง,พระนครศรีอยุธยา,,ใช้การได้,น้ำจืด,,,28/4/2531 0:00:00,138.00,,10.00,,,,,,,WGS84,47,P,643636,1565742,14.15920657,100.3308919,อนุมัติ
